global_frame_idx,day_str,video_path,video_name,frame_idx_in_video,frame_time,timestamp_ms
2086,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,286,20190701-001723000,1561933043000
2087,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,287,20190701-001723500,1561933043500
2088,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,288,20190701-001724000,1561933044000
2089,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,289,20190701-001724500,1561933044500
2090,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,290,20190701-001725000,1561933045000
2091,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,291,20190701-001725500,1561933045500
2092,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,292,20190701-001726000,1561933046000
2093,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,293,20190701-001726500,1561933046500
2094,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,294,20190701-001727000,1561933047000
2095,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,295,20190701-001727500,1561933047500
2096,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,296,20190701-001728000,1561933048000
2097,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,297,20190701-001728500,1561933048500
2098,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,298,20190701-001729000,1561933049000
2099,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,299,20190701-001729500,1561933049500
2100,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,300,20190701-001730000,1561933050000
2101,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,301,20190701-001730500,1561933050500
2102,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,302,20190701-001731000,1561933051000
2103,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,303,20190701-001731500,1561933051500
2104,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,304,20190701-001732000,1561933052000
2105,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,305,20190701-001732500,1561933052500
2106,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,306,20190701-001733000,1561933053000
2107,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,307,20190701-001733500,1561933053500
2108,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,308,20190701-001734000,1561933054000
2109,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,309,20190701-001734500,1561933054500
2110,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,310,20190701-001735000,1561933055000
2111,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,311,20190701-001735500,1561933055500
2112,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,312,20190701-001736000,1561933056000
2113,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,313,20190701-001736500,1561933056500
2114,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,314,20190701-001737000,1561933057000
2115,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,315,20190701-001737500,1561933057500
2116,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,316,20190701-001738000,1561933058000
2117,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,317,20190701-001738500,1561933058500
2118,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,318,20190701-001739000,1561933059000
2119,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,319,20190701-001739500,1561933059500
2120,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,320,20190701-001740000,1561933060000
2121,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,321,20190701-001740500,1561933060500
2122,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,322,20190701-001741000,1561933061000
2123,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,323,20190701-001741500,1561933061500
2124,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,324,20190701-001742000,1561933062000
2125,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,325,20190701-001742500,1561933062500
2126,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,326,20190701-001743000,1561933063000
2127,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,327,20190701-001743500,1561933063500
2128,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,328,20190701-001744000,1561933064000
2129,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,329,20190701-001744500,1561933064500
2130,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,330,20190701-001745000,1561933065000
2131,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,331,20190701-001745500,1561933065500
2132,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,332,20190701-001746000,1561933066000
2133,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,333,20190701-001746500,1561933066500
2134,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,334,20190701-001747000,1561933067000
2135,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,335,20190701-001747500,1561933067500
2136,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,336,20190701-001748000,1561933068000
2137,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,337,20190701-001748500,1561933068500
2138,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,338,20190701-001749000,1561933069000
2139,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,339,20190701-001749500,1561933069500
2140,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,340,20190701-001750000,1561933070000
2141,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,341,20190701-001750500,1561933070500
2142,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,342,20190701-001751000,1561933071000
2143,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,343,20190701-001751500,1561933071500
2144,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,344,20190701-001752000,1561933072000
2145,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,345,20190701-001752500,1561933072500
2146,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,346,20190701-001753000,1561933073000
2147,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,347,20190701-001753500,1561933073500
2148,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,348,20190701-001754000,1561933074000
2149,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,349,20190701-001754500,1561933074500
2150,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,350,20190701-001755000,1561933075000
2151,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,351,20190701-001755500,1561933075500
2152,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,352,20190701-001756000,1561933076000
2153,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,353,20190701-001756500,1561933076500
2154,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,354,20190701-001757000,1561933077000
2155,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,355,20190701-001757500,1561933077500
2156,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,356,20190701-001758000,1561933078000
2157,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,357,20190701-001758500,1561933078500
2158,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,358,20190701-001759000,1561933079000
2159,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,359,20190701-001759500,1561933079500
2160,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,360,20190701-001800000,1561933080000
2161,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,361,20190701-001800500,1561933080500
2162,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,362,20190701-001801000,1561933081000
2163,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,363,20190701-001801500,1561933081500
2164,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,364,20190701-001802000,1561933082000
2165,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,365,20190701-001802500,1561933082500
2166,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,366,20190701-001803000,1561933083000
2167,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,367,20190701-001803500,1561933083500
2168,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,368,20190701-001804000,1561933084000
2169,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,369,20190701-001804500,1561933084500
2170,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,370,20190701-001805000,1561933085000
2171,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,371,20190701-001805500,1561933085500
2172,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,372,20190701-001806000,1561933086000
2173,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,373,20190701-001806500,1561933086500
2174,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,374,20190701-001807000,1561933087000
2175,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,375,20190701-001807500,1561933087500
2176,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,376,20190701-001808000,1561933088000
2177,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,377,20190701-001808500,1561933088500
2178,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,378,20190701-001809000,1561933089000
2179,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,379,20190701-001809500,1561933089500
2180,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,380,20190701-001810000,1561933090000
2181,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,381,20190701-001810500,1561933090500
2182,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,382,20190701-001811000,1561933091000
2183,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,383,20190701-001811500,1561933091500
2184,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,384,20190701-001812000,1561933092000
2185,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,385,20190701-001812500,1561933092500
2186,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,386,20190701-001813000,1561933093000
2187,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,387,20190701-001813500,1561933093500
2188,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,388,20190701-001814000,1561933094000
2189,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,389,20190701-001814500,1561933094500
2190,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,390,20190701-001815000,1561933095000
2191,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,391,20190701-001815500,1561933095500
2192,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,392,20190701-001816000,1561933096000
2193,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,393,20190701-001816500,1561933096500
2194,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,394,20190701-001817000,1561933097000
2195,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,395,20190701-001817500,1561933097500
2196,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,396,20190701-001818000,1561933098000
2197,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,397,20190701-001818500,1561933098500
2198,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,398,20190701-001819000,1561933099000
2199,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,399,20190701-001819500,1561933099500
2200,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,400,20190701-001820000,1561933100000
2201,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,401,20190701-001820500,1561933100500
2202,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,402,20190701-001821000,1561933101000
2203,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,403,20190701-001821500,1561933101500
2204,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,404,20190701-001822000,1561933102000
2205,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,405,20190701-001822500,1561933102500
2206,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,406,20190701-001823000,1561933103000
2207,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,407,20190701-001823500,1561933103500
2208,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,408,20190701-001824000,1561933104000
2209,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,409,20190701-001824500,1561933104500
2210,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,410,20190701-001825000,1561933105000
2211,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,411,20190701-001825500,1561933105500
2212,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,412,20190701-001826000,1561933106000
2213,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,413,20190701-001826500,1561933106500
2214,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,414,20190701-001827000,1561933107000
2215,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,415,20190701-001827500,1561933107500
2216,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,416,20190701-001828000,1561933108000
2217,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,417,20190701-001828500,1561933108500
2218,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,418,20190701-001829000,1561933109000
2219,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,419,20190701-001829500,1561933109500
2220,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,420,20190701-001830000,1561933110000
2221,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001500.avi,SPT_20190701-001500.avi,421,20190701-001830500,1561933110500
